1200
drag,2013,4430,15,30,1
rotate,4430,1
rotate,4832,0
drag,5235,7651,30,15,-1
rotate,7651,0
rotate,8054,1
drag,8456,8658,15,25,1
note,8758,27
note,9060,31
drag,9262,9463,31,21,-1
note,9564,21
note,9866,17
drag,10067,10268,17,27,1
note,10369,27
note,10671,23
rotate,10872,1
rotate,11275,0
note,11678,18
note,11879,17
note,12081,16
note,12282,15
note,12483,14
note,12685,13
note,12886,12
note,13087,11
note,13289,10
note,13490,9
note,13691,8
note,13893,7
rotate,14094,0
rotate,14497,1
drag,14899,16107,3,13,1
note,16510,17
note,16812,17
note,16913,17
note,17114,17
note,17517,20
note,17718,22
note,17919,24
note,18121,26
note,18423,26
note,18523,26
note,18725,26
note,19128,29
note,19329,31
note,19530,1
rotate,19732,1
note,20134,5
rotate,20537,0
note,20738,1
note,20940,30
note,21141,28
rotate,21342,1
rotate,21644,0
rotate,21946,1
drag,22349,22953,4,25,-1
rotate,23255,0
rotate,23557,0
drag,23960,24564,17,27,1
rotate,24866,1
rotate,25168,1
note,25570,5
note,25772,7
note,25973,9
drag,26174,26577,9,19,1
drag,26577,26980,19,9,-1
drag,26980,27383,9,19,1
drag,27383,27785,19,9,-1
drag,27785,29396,9,19,1
rotate,29396,0
rotate,29698,1
rotate,30000,0
rotate,30201,1
rotate,30503,0
drag,30805,31812,19,25,1
note,32617,30
note,33020,29
note,33423,28
note,33826,27
note,34228,26
note,34631,25
note,35034,24   
note,35436,23
note,35839,25
note,36242,27
note,36644,29
note,37047,31
rotate,37450,0
note,37752,27
note,38054,27
rotate,38255,1
note,38658,1
note,38859,30
drag,39060,39362,28,24,-1
note,39463,24
drag,39866,40168,24,28,1
note,40268,28
drag,40671,40973,28,24,-1
note,41074,24
drag,41477,41779,24,28,1
note,41879,28
drag,42282,42584,28,24,-1
note,42685,24
drag,43088,43390,24,28,1
note,43490,28
drag,43893,44195,28,24,-1
note,44295,24
drag,44698,45000,24,28,1
note,45101,28
note,45403,22
note,45705,20
note,45805,20
note,46107,18
note,46208,18
note,46510,16
note,46611,16
note,46711,16
note,46812,16
rotate,47013,1
rotate,47315,0
rotate,47617,1
drag,47819,48523,24,5,1
note,48725,7
note,48826,7
note,49027,5
note,49128,5
note,49430,2
note,49530,2
note,49631,2
note,49732,2
note,49832,2
note,50034,31
note,50235,28
note,50336,28
note,50537,26
note,50638,26
note,50839,28
drag,51040,51946,26,18,-1
drag,51946,52752,18,24,1
drag,52752,53154,24,20,-1
drag,53557,54362,12,22,1
drag,54362,54765,22,12,-1
note,55168,12
note,55470,8
note,55570,8
note,55772,6
note,55973,8
note,56275,10
note,56376,10
note,56577,12
rotate,56779,0
rotate,57181,1
rotate,57584,0
rotate,57987,1
drag,58389,58993,14,10,-1
drag,59195,59799,10,14,1
rotate,60000,1
rotate,60302,0
rotate,60604,1
note,61611,20
note,61812,20
note,61913,20
note,62215,20
rotate,62416,1
rotate,62819,0
note,63221,17
note,63523,17
note,63624,17
drag,63826,64228,17,20,1
note,64228,22
note,64430,24
note,64631,26
rotate,64832,1
rotate,65235,0
