-380
note,1259,3
note,1469,3
rotate,1678,1
note,2098,11
note,2308,11
rotate,2517,1
note,2937,17
note,3147,17
rotate,3357,0
note,3776,8
note,3986,8
rotate,4196,1
note,4615,17
note,4825,19
note,5035,21
note,5245,23
note,5455,25
note,5664,27
note,5874,28
note,5979,28
note,6084,28
note,6189,28
note,6503,26
note,6713,24
note,6923,22
note,7133,20
note,7343,18
note,7552,16
note,7762,14
note,7972,12
note,8182,12
note,8287,10
note,8392,10
note,8601,10
rotate,8811,0
note,9021,6
note,9126,6
note,9231,6
note,9441,6
rotate,9650,1
note,9860,12
note,9965,12
note,10070,12
rotate,10280,0
note,10490,7
note,10909,11
drag,11329,12168,12,22,1
drag,12168,12587,22,17,-1
drag,12587,13007,17,22,1
rotate,13322,1
rotate,13636,0
note,14056,20
note,14266,19
note,14476,18
note,14685,17
note,14895,17
note,15000,17
note,15105,17
note,15315,17
rotate,15524,0
note,15734,13
note,15839,13
note,15944,13
note,16154,13
rotate,16364,1
note,16573,17
note,16678,17
note,16783,17
note,16993,17
rotate,17203,1
note,17622,21
drag,18042,18362,23,26,1
rotate,18462,1
note,18881,30
note,19091,28
note,19301,26
note,19510,24
drag,19720,20140,24,29,1
drag,20140,20559,29,24,-1
drag,20559,20979,24,29,1
drag,20979,21399,29,24,-1
note,21608,24
note,21818,26
note,22028,28
rotate,22238,1
note,22448,1
note,22657,30
note,22867,30
rotate,23077,0
note,23287,24
drag,23392,26224,22,15,1
note,26434,17
note,26643,18
note,26853,19
note,27063,20
note,27273,21
rotate,28112,1
note,28951,17
note,29161,16
note,29371,15
note,29580,14
note,29790,13
note,30629,15
note,30839,14
note,31049,13
note,31259,12
note,31469,11
note,32308,11
note,32517,12
note,32727,13
note,32937,14
note,33147,16
note,33357,16
note,33566,18
note,33776,18
rotate,33986,1
rotate,34406,0
note,34825,16
note,35140,14
note,35245,14
note,35455,14
drag,35664,36084,14,9,-1
drag,36084,36503,9,14,1
note,36818,18
note,36923,18
note,37133,18
note,37343,20
note,37552,22
note,37762,24
note,37972,26
drag,38182,38601,26,0,1
rotate,39021,0
note,39231,24
note,39441,23
note,39650,22
drag,39860,40490,20,15,-1
note,40699,15
note,41119,15
drag,41538,42597,17,5,1
rotate,42797,0
note,43217,0
note,43636,2
note,43846,2
drag,43951,44476,2,12,1
note,44685,12
note,44790,12
note,44895,12
note,45105,10
note,45315,9
note,45524,8
note,45734,8
note,45944,8
note,46154,7
note,46364,6
rotate,46573,1
note,46783,11
rotate,46888,0
note,470981,11
rotate,47203,1
rotate,47413,0
rotate,47832,1
drag,48252,49411,16,24,1
rotate,49510,0
note,49930,21
note,50349,21
note,50559,21
drag,50664,51189,21,17,-1
note,51399,15
note,51608,15
note,52028,13
note,52238,11
note,52448,9
note,52657,7
note,52867,6
note,53077,5
note,53287,4
note,53392,3
note,53497,2
note,53601,1
note,53706,0
note,53811,30
note,53916,29
note,54021,28
note,54126,27
note,54231,26
note,54336,25
note,54441,24
note,54545,23
note,54650,22
note,54755,21
note,54860,20
rotate,54965,1
rotate,55280,0
rotate,55594,1
note,56014,25
note,56224,23
note,56434,21
note,56643,19
note,56853,19
note,56958,19
note,57063,19
note,57273,19
rotate,57483,0
note,57692,14
note,57797,14
note,57902,14
note,58112,14
rotate,58322,1
note,58531,19
note,58636,19
note,58741,19
note,58951,19
rotate,59161,1
note,59371,25
rotate,59580,0
note,59790,20
drag,60000,60420,20,26,1
drag,60420,60839,26,20,-1
drag,60839,61259,20,26,1
drag,61259,61678,26,20,-1
rotate,61993,0
rotate,62308,1
drag,62937,63252,25,30,1
note,63357,1
note,63566,1
note,63671,1
note,63776,1
note,63986,1
rotate,64196,1
note,64406,7
note,64510,7
note,64615,7
note,64825,7
rotate,65035,0
note,65245,1
note,65350,1
note,65455,1
note,65664,1
rotate,65874,1
note,66084,7
note,66294,9
note,66503,11
drag,66713,67000,13,17,1
rotate,67133,0
drag,67552,67972,13,8,-1
drag,67972,68392,8,13,1
rotate,68706,0
rotate,69021,1
note,69650,18
note,70070,18
note,70280,18
note,70385,18
note,70490,18
note,70699,18
rotate,70909,1
note,71119,23
note,71224,23
note,71329,23
note,71538,23
rotate,71748,0
note,71958,18
note,72063,18
note,72168,18
note,72378,18
rotate,72587,1
note,72797,23
rotate,73007,0
note,73217,18
rotate,73427,1
drag,73427,74266,23,28,1
drag,74266,75105,28,23,-1
rotate,75420,0
rotate,75734,1
drag,75944,76259,24,30,1
note,76364,1
note,76573,3
note,76783,5
note,76993,5
note,77098,5
note,77203,5
note,77413,5
rotate,77622,1
note,77832,11
note,77937,11
note,78042,11
note,78252,11
rotate,78462,0
note,78671,5
note,78776,5
note,78881,5
note,79091,5
rotate,79301,1
note,79510,11
note,79720,13
note,79930,15
drag,80140,80979,16,26,1
note,81399,22
note,81608,20
rotate,81818,0
drag,81818,82138,15,15,1
rotate,82238,1
drag,82238,82557,20,20,1
rotate,82657,0
drag,82657,82977,15,15,1
rotate,83077,1
drag,83077,83396,20,20,1
rotate,83496,0
note,83706,15
note,83811,13
note,83916,13
note,84126,13
note,84336,13
note,84545,11
note,84650,9
note,84755,11
note,84965,11
note,85175,11
note,85385,13
drag,85490,86553,13,5,-1
rotate,86853,0
rotate,87692,1
rotate,88007,0
rotate,88322,1
