-150
rotate,3750,1
note,4792,30
rotate,5000,0
rotate,5417,1
note,6250,5
note,6667,7
drag,7083,7500,9,12,1
drag,7917,8333,12,9,-1
note,8542,9
note,8750,6
note,9167,2
rotate,9583,0
rotate,9896,1
rotate,10208,0
drag,10417,10729,29,26,-1
note,10833,24
note,11042,22
note,11250,24
note,11667,22
drag,12083,12396,22,19,-1
note,12500,17
note,12708,15
note,12917,17
note,13333,15
note,13542,13
drag,13750,14167,13,19,1
rotate,14167,1
drag,14583,15000,21,15,-1
rotate,15000,0
drag,15417,16250,12,0,-1
drag,16250,16667,0,6,1
drag,16667,17083,6,0,-1
rotate,17083,0
rotate,17396,1
rotate,17708,0
rotate,18021,1
rotate,18333,0
rotate,18542,1
note,18750,8
note,19170,11
note,19589,15
note,20009,19
drag,20428,21058,19,25,1
rotate,21267,0
rotate,21687,1
note,22107,21
note,22526,23
note,22946,25
note,23365,27
note,23785,30
note,24100,26
note,24205,26
note,24414,24
note,24624,22
drag,25044,25463,22,28,1
rotate,25463,1
note,25883,25
note,26302,22
note,26722,19
note,27142,22
note,27561,19
note,27981,16
note,28400,13
drag,28820,29240,13,17,1
note,29449,17
drag,29659,30079,17,13,-1
note,30288,13
drag,30498,30918,13,7,-1
drag,30918,31337,5,11,1
rotate,31337,1
rotate,31757,0
drag,32177,33016,11,20,1
note,33330,24
note,33645,26
rotate,33855,0
rotate,34090,1
rotate,34404,0
rotate,34719,1
rotate,35034,0
rotate,35243,1
drag,35453,35663,30,1,1
drag,37132,37341,3,6,1
drag,38810,39020,9,11,1
note,39439,13
drag,39649,39859,13,15,1
note,40278,17
note,40488,19
note,40803,21
note,40908,21
note,41118,19
drag,41327,41747,19,15,-1
drag,41747,42062,15,22,1
drag,42167,42480,24,27,1
note,42584,27
drag,43000,43313,24,27,1
note,43417,27
drag,43834,44146,24,27,1
note,44250,27
drag,44667,44980,24,27,1
note,45084,27
drag,45500,45813,24,27,1
note,45917,27
note,46334,27
note,46542,25
note,46750,23
note,46959,21
note,47167,21
rotate,47167,1
note,47271,23
note,47375,23
note,47480,23
note,47584,23
rotate,47584,0
note,47688,19
note,47792,19
note,47896,19
note,48000,19
rotate,48000,1
note,48104,23
note,48209,23
note,48313,23
note,48417,23
rotate,48417,0
note,48521,19
note,48625,19
note,48730,19
note,48834,19
note,49146,23
note,49250,27
note,49459,27
drag,49459,49875,29,1,1
note,50084,1
note,50292,3
note,50500,29
note,50604,28
note,50709,27
note,50813,26
note,50917,25
note,51125,21
note,51334,23
rotate,51750,1
note,52063,24
note,52167,21
note,52375,19
note,52584,14
note,53000,16
note,53209,19
note,53417,21
note,53625,23
note,53834,25
note,53914,25
note,54226,27
note,54330,30
note,54539,27
note,54747,29
note,54851,30
note,54955,31
note,55060,0
note,55164,1
drag,55580,562053,8,1,-1
rotate,56205,0
note,56622,4
note,56830,8
note,57039,12
drag,57247,57872,12,19,1
rotate,57872,0
note,58289,15
note,58497,11
note,58705,9
drag,58914,59330,7,10,1
note,59539,12
drag,59747,60164,7,10,1
note,60372,12
rotate,60580,0
rotate,60893,1
rotate,61205,0
note,62227,9
note,62437,9
drag,62647,63066,9,1,-1
note,63276,29
note,63486,29
note,63905,26
note,64115,26
drag,64325,64744,26,3,1
note,64954,5
note,65164,5
drag,65584,65898,7,10,1
note,66003,10
drag,66423,66633,10,7,-1
note,66842,7
note,67052,9
note,67262,10
note,67472,11
note,67682,13
note,67891,15
note,67996,15
rotate,68521,1
rotate,68940,0
note,69150,17
note,69255,17
note,69465,19
drag,69570,69989,19,16,-1
rotate,70199,1
note,70619,14
note,70828,12
note,70933,12
note,71143,10
drag,71248,71668,10,7,-1
note,71877,9
note,72087,6
rotate,72297,1
drag,72402,72821,12,15,1
rotate,73136,0
drag,73241,73661,12,9,-1
note,73975,15
note,74290,11
note,74605,13
note,74814,17
rotate,75234,1
note,75614,20
note,75823,20
drag,76033,76348,20,28,1
note,76453,28
note,76663,28
note,76872,29
note,76977,30
note,77082,31
note,77187,0
note,77292,1
note,77502,1
drag,77711,78026,1,24,-1,
note,78131,22
note,78341,24
note,78551,26
note,78656,26
note,78760,26
note,78865,26
rotate,78970,0
drag,79390,79495,22,24,1
rotate,79809,0
note,80019,20
note,80229,22
note,80439,24
drag,80649,81488,26,17,-1
rotate,81488,0
rotate,81907,1
drag,82324,82844,20,15,-1
note,82949,14
note,83157,12
note,83261,12
note,83365,12
note,83470,12
rotate,83574,1
rotate,83782,0
drag,83990,84511,12,19,1
note,84615,20
note,84824,22
note,84928,22
note,85032,22
note,85136,22
rotate,85240,1
note,85657,26
note,85761,26
note,85865,26
note,86074,21
note,86178,21
note,86282,21
note,86490,24
note,86594,24
note,86699,24
note,86907,31
note,87011,31
note,87115,31
drag,87324,87740,31,5,1
drag,87740,88157,5,31,-1
drag,88157,88574,31,5,1
drag,88574,88990,5,31,-1
rotate,88990,1
note,89303,2
rotate,89407,0
rotate,89615,1
note,89824,2
rotate,89928,0
drag,90240,90657,2,27,-1
rotate,90657,1
